Part of NAICS US,2017NAICSUS  ,2017 NAICS US TITLE,Part of ISIC,ISIC 4.0,ISIC Revision 4.0 Title,"Notes:  link content based on NAICS definition, entire NAICS industry if blank",ISIC 4.02,UID,#NAICS,#ISIC,Comments,#NAICS matches,#ISIC matches
*,621420,Outpatient Mental Health and Substance Abuse Centers,*,8690,Other human health activities,"outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services",8690,F4.1445,NAICS-621420,ISIC-8690,,1,1
,621491,HMO Medical Centers,*,8620,Medical and dental practice activities, ,8620,F4.1446,NAICS-621491,ISIC-8620,,1,1
,621492,Kidney Dialysis Centers,*,8690,Other human health activities, ,8690,F4.1447,NAICS-621492,ISIC-8690,,1,1
,621493,Freestanding Ambulatory Surgical and Emergency Centers,*,8620,Medical and dental practice activities, ,8620,F4.1448,NAICS-621493,ISIC-8620,,1,1
*,621498,All Other Outpatient Care Centers,*,8620,Medical and dental practice activities,"except nonmedical treatment facilities, biofeedback centers and sleep disorder centers",8620,F4.1449,NAICS-621498,ISIC-8620,,1,1
*,621498,All Other Outpatient Care Centers,*,8690,Other human health activities,"nonmedical treatment facilities, biofeedback centers and sleep disorder centers",8690,F4.1450,NAICS-621498,ISIC-8690,,1,1
,621511,Medical Laboratories,*,8690,Other human health activities, ,8690,F4.1451,NAICS-621511,ISIC-8690,,1,1
,621512,Diagnostic Imaging Centers,*,8690,Other human health activities, ,8690,F4.1452,NAICS-621512,ISIC-8690,,1,1
,621610,Home Health Care Services,*,8690,Other human health activities, ,8690,F4.1453,NAICS-621610,ISIC-8690,,1,1
,621910,Ambulance Services,*,8690,Other human health activities, ,8690,F4.1454,NAICS-621910,ISIC-8690,,1,1
,621991,Blood and Organ Banks,*,8690,Other human health activities, ,8690,F4.1455,NAICS-621991,ISIC-8690,,1,1
,621999,All Other Miscellaneous Ambulatory Health Care Services,*,8690,Other human health activities, ,8690,F4.1456,NAICS-621999,ISIC-8690,,1,1
,622110,General Medical and Surgical Hospitals,*,8610,Hospital activities, ,8610,F4.1457,NAICS-622110,ISIC-8610,,1,1
,622210,Psychiatric and Substance Abuse Hospitals,*,8610,Hospital activities, ,8610,F4.1458,NAICS-622210,ISIC-8610,,1,1
,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,*,8610,Hospital activities, ,8610,F4.1459,NAICS-622310,ISIC-8610,,1,1
,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,,8710,Residential nursing care facilities, ,8710,F4.1460,NAICS-623110,ISIC-8710,,1,1
,623210,Residential Intellectual and Developmental Disability Facilities,*,8720,"Residential care activities for mental retardation, mental health and substance abuse", ,8720,F4.1461,NAICS-623210,ISIC-8720,,1,1
,623220,Residential Mental Health and Substance Abuse Facilities,*,8720,"Residential care activities for mental retardation, mental health and substance abuse", ,8720,F4.1462,NAICS-623220,ISIC-8720,,1,1
,623311,Continuing Care Retirement Communities,*,8730,Residential care activities for the elderly and disabled, ,8730,F4.1463,NAICS-623311,ISIC-8730,,1,1
,623312,Assisted Living Facilities for the Elderly ,*,8730,Residential care activities for the elderly and disabled, ,8730,F4.1464,NAICS-623312,ISIC-8730,,1,1
,623990,Other Residential Care Facilities,,8790,Other residential care activities, ,8790,F4.1465,NAICS-623990,ISIC-8790,,1,1
,624110,Child and Youth Services,*,8890,Other social work activities without accommodation, ,8890,F4.1466,NAICS-624110,ISIC-8890,,1,1
,624120,Services for the Elderly and Persons with Disabilities,,8810,Social work activities without accommodation for the elderly and disabled, ,8810,F4.1467,NAICS-624120,ISIC-8810,,1,1
,624190,Other Individual and Family Services,*,8890,Other social work activities without accommodation, ,8890,F4.1468,NAICS-624190,ISIC-8890,,1,1
,624210,Community Food Services,*,8890,Other social work activities without accommodation, ,8890,F4.1469,NAICS-624210,ISIC-8890,,1,1
,624221,Temporary Shelters,*,8890,Other social work activities without accommodation, ,8890,F4.1470,NAICS-624221,ISIC-8890,,1,1
,624229,Other Community Housing Services,*,8890,Other social work activities without accommodation, ,8890,F4.1471,NAICS-624229,ISIC-8890,,1,1
,624230,Emergency and Other Relief Services,*,8890,Other social work activities without accommodation, ,8890,F4.1472,NAICS-624230,ISIC-8890,,1,1
,624310,Vocational Rehabilitation Services,*,8890,Other social work activities without accommodation, ,8890,F4.1473,NAICS-624310,ISIC-8890,,1,1
,624410,Child Day Care Services,*,8890,Other social work activities without accommodation, ,8890,F4.1474,NAICS-624410,ISIC-8890,,1,1
,711110,Theater Companies and Dinner Theaters,*,9000,"Creative, arts and entertainment activities", ,9000,F4.1475,NAICS-711110,ISIC-9000,,1,1
,711120,Dance Companies,*,9000,"Creative, arts and entertainment activities", ,9000,F4.1476,NAICS-711120,ISIC-9000,,1,1
,711130,Musical Groups and Artists,*,9000,"Creative, arts and entertainment activities", ,9000,F4.1477,NAICS-711130,ISIC-9000,,1,1
*,711190,Other Performing Arts Companies,*,9000,"Creative, arts and entertainment activities",except carnivals,9000,F4.1478,NAICS-711190,ISIC-9000,,1,1
*,711190,Other Performing Arts Companies,*,9329,Other amusement and recreation activities n.e.c.,carnivals,9329,F4.1479,NAICS-711190,ISIC-9329,,1,1
,711211,Sports Teams and Clubs,*,9312,Activities of sports clubs, ,9312,F4.1480,NAICS-711211,ISIC-9312,,1,1
,711212,Racetracks,*,9311,Operation of sports facilities, ,9311,F4.1481,NAICS-711212,ISIC-9311,,1,1
,711219,Other Spectator Sports,*,9319,Other sports activities, ,9319,F4.1482,NAICS-711219,ISIC-9319,,1,1
*,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",*,9000,"Creative, arts and entertainment activities",arts facilities operators,9000,F4.1483,NAICS-711310,ISIC-9000,,1,1
*,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",*,9311,Operation of sports facilities,"except arts facilities operators, sports promoters with facilities and fair promoters with facilities",9311,F4.1484,NAICS-711310,ISIC-9311,,1,1
*,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",*,9319,Other sports activities,sports organizers and promoters with facilities,9319,F4.1485,NAICS-711310,ISIC-9319,,1,1
*,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",*,9329,Other amusement and recreation activities n.e.c.,"fair promoters and organizers with facilities, including agricultural fairs",9329,F4.1486,NAICS-711310,ISIC-9329,,1,1
*,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",*,9000,"Creative, arts and entertainment activities",arts events organizers without facilities,9000,F4.1487,NAICS-711320,ISIC-9000,,1,1
*,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",*,9319,Other sports activities,"except arts events organizers without facilities, fair promoters and organizers without facilities and concert booking agencies",9319,F4.1488,NAICS-711320,ISIC-9319,,1,1
*,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",*,9329,Other amusement and recreation activities n.e.c.,"concert booking agencies and fair promoters and organizers without facilities, including agricultural fairs",9329,F4.1489,NAICS-711320,ISIC-9329,,1,1
,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",*,7490,"Other professional, scientific and technical activities n.e.c.", ,7490,F4.1490,NAICS-711410,ISIC-7490,,1,1
*,711510,"Independent Artists, Writers, and Performers",*,3290,Other manufacturing n.e.c.,taxidermists (wildlife artists),3290,F4.1491,NAICS-711510,ISIC-3290,,1,1
*,711510,"Independent Artists, Writers, and Performers",*,3319,Repair of other equipment ,restoration services for organs and similar instruments ,3319,F4.1492,NAICS-711510,ISIC-3319,,1,1
*,711510,"Independent Artists, Writers, and Performers",*,7420,Photographic activities,independent photojournalists,7420,F4.1493,NAICS-711510,ISIC-7420,,1,1
*,711510,"Independent Artists, Writers, and Performers",*,9000,"Creative, arts and entertainment activities","except independent photojournalists, restoration services for organs and similar antique instruments, and taxidermists",9000,F4.1494,NAICS-711510,ISIC-9000,,1,1
,712110,Museums,*,9102,Museums activities and operation of historical sites and buildings, ,9102,F4.1495,NAICS-712110,ISIC-9102,,1,1
,712120,Historical Sites,*,9102,Museums activities and operation of historical sites and buildings, ,9102,F4.1496,NAICS-712120,ISIC-9102,,1,1
,712130,Zoos and Botanical Gardens,*,9103,Botanical and zoological gardens and nature reserves activities, ,9103,F4.1497,NAICS-712130,ISIC-9103,,1,1
,712190,Nature Parks and Other Similar Institutions,*,9103,Botanical and zoological gardens and nature reserves activities, ,9103,F4.1498,NAICS-712190,ISIC-9103,,1,1
,713110,Amusement and Theme Parks,,9321,Activities of amusement parks and theme parks, ,9321,F4.1499,NAICS-713110,ISIC-9321,,1,1
,713120,Amusement Arcades,*,9329,Other amusement and recreation activities n.e.c., ,9329,F4.1500,NAICS-713120,ISIC-9329,,1,1
,713210,Casinos (except Casino Hotels),*,9200,Gambling and betting activities, ,9200,F4.1501,NAICS-713210,ISIC-9200,,1,1
,713290,Other Gambling Industries,*,9200,Gambling and betting activities, ,9200,F4.1502,NAICS-713290,ISIC-9200,,1,1
,713910,Golf Courses and Country Clubs,*,9311,Operation of sports facilities, ,9311,F4.1503,NAICS-713910,ISIC-9311,,1,1
*,713920,Skiing Facilities,*,4922,Other passenger land transport,ski lift operators,4922,F4.1504,NAICS-713920,ISIC-4922,,1,1
*,713920,Skiing Facilities,*,9329,Other amusement and recreation activities n.e.c.,except independent ski lift operators,9329,F4.1505,NAICS-713920,ISIC-9329,,1,1
,713930,Marinas,*,9329,Other amusement and recreation activities n.e.c., ,9329,F4.1506,NAICS-713930,ISIC-9329,,1,1
,713940,Fitness and Recreational Sports Centers,*,9311,Operation of sports facilities, ,9311,F4.1507,NAICS-713940,ISIC-9311,,1,1
,713950,Bowling Centers,*,9311,Operation of sports facilities, ,9311,F4.1508,NAICS-713950,ISIC-9311,,1,1
*,713990,All Other Amusement and Recreation Industries,*,7990,Other reservation service and related activities,tourist guide services,7990,F4.1509,NAICS-713990,ISIC-7990,,1,1
*,713990,All Other Amusement and Recreation Industries,*,9312,Activities of sports clubs,"recreational sporting teams and clubs (such as little league), hunting guides",9312,F4.1510,NAICS-713990,ISIC-9312,,1,1
*,713990,All Other Amusement and Recreation Industries,*,9319,Other sports activities,"driving ranges, skeet shooting facilities, billiard rooms, and other miscellaneous sporting facility operation",9319,F4.1511,NAICS-713990,ISIC-9319,,1,1
*,713990,All Other Amusement and Recreation Industries,*,9329,Other amusement and recreation activities n.e.c.,"except driving ranges, skeet shooting facilities, billiard rooms, recreational sporting teams and clubs, hunting guides, and tourist guide services",9329,F4.1512,NAICS-713990,ISIC-9329,,1,1
*,721110,Hotels (except Casio Hotels) and Motels,*,5510,Short term accommodation activities,except separate operation of sleeping car services,5510,F4.1513,NAICS-721110,ISIC-5510,,1,1
*,721110,Hotels (except Casio Hotels) and Motels,*,5590,Other accommodation,separate operation of sleeping car services ,5590,F4.1514,NAICS-721110,ISIC-5590,,1,1
*,721120,Casino Hotels,*,5510,Short term accommodation activities,casino hotels (hotel as plurality of revenue),5510,F4.1515,NAICS-721120,ISIC-5510,,1,1
*,721120,Casino Hotels,*,9200,Gambling and betting activities,except casino hotels with hotel activities as primary source of receipts,9200,F4.1516,NAICS-721120,ISIC-9200,,1,1
,721191,Bed-and-Breakfast Inns,*,5510,Short term accommodation activities, ,5510,F4.1517,NAICS-721191,ISIC-5510,,1,1
,721199,All Other Traveler Accommodation,*,5510,Short term accommodation activities, ,5510,F4.1518,NAICS-721199,ISIC-5510,,1,1
,721211,RV (Recreational Vehicle) Parks and Campgrounds,*,5520,"Camping grounds, recreational vehicle parks and trailer parks", ,5520,F4.1519,NAICS-721211,ISIC-5520,,1,1
,721214,Recreational and Vacation Camps (except Campgrounds),*,5520,"Camping grounds, recreational vehicle parks and trailer parks",,5520,F4.1520,NAICS-721214,ISIC-5520,,1,1
,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",*,5590,Other accommodation, ,5590,F4.1521,NAICS-721310,ISIC-5590,,1,1
,722310,Food Service Contractors,,5629,Other food service activities, ,5629,F4.1522,NAICS-722310,ISIC-5629,,1,1
,722320,Caterers,,5621,Event catering, ,5621,F4.1523,NAICS-722320,ISIC-5621,,1,1
*,722330,Mobile Food Services,*,5610,Restaurants and mobile food service activities,except mobile beverage bars and carts,5610,F4.1524,NAICS-722330,ISIC-5610,,1,1
*,722330,Mobile Food Services,*,5630,Beverage serving activities,mobile beverage bars and carts,5630,F4.1525,NAICS-722330,ISIC-5630,,1,1
,722410,Drinking Places (Alcoholic Beverages),*,5630,Beverage serving activities, ,5630,F4.1526,NAICS-722410,ISIC-5630,,1,1
,722511,Full-Service Restaurants ,*,5610,Restaurants and mobile food service activities, ,5610,F4.1527,NAICS-722511,ISIC-5610,,1,1
,722513,Limited-Service Restaurants ,*,5610,Restaurants and mobile food service activities, ,5610,F4.1528,NAICS-722513,ISIC-5610,,1,1
,722514,"Cafeterias, Grill Buffets, and Buffets ",*,5610,Restaurants and mobile food service activities, ,5610,F4.1529,NAICS-722514,ISIC-5610,,1,1
*,722515,Snack and Nonalcoholic Beverage Bars ,*,5610,Restaurants and mobile food service activities,except nonalcoholic beverage bars ,5610,F4.1530,NAICS-722515,ISIC-5610,,1,1
*,722515,Snack and Nonalcoholic Beverage Bars ,*,5630,Beverage serving activities,nonalcoholic beverage bars ,5630,F4.1531,NAICS-722515,ISIC-5630,,1,1
,811111,General Automotive Repair,*,4520,Maintenance and repair of motor vehicles, ,4520,F4.1532,NAICS-811111,ISIC-4520,,1,1
,811112,Automotive Exhaust System Repair,*,4520,Maintenance and repair of motor vehicles, ,4520,F4.1533,NAICS-811112,ISIC-4520,,1,1
,811113,Automotive Transmission Repair,*,4520,Maintenance and repair of motor vehicles, ,4520,F4.1534,NAICS-811113,ISIC-4520,,1,1
,811118,Other Automotive Mechanical and Electrical Repair and Maintenance,*,4520,Maintenance and repair of motor vehicles, ,4520,F4.1535,NAICS-811118,ISIC-4520,,1,1
*,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",*,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,"custom fabrication of trailer bodies in a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory",2920,F4.1536,NAICS-811121,ISIC-2920,,1,1
*,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",*,4520,Maintenance and repair of motor vehicles,"except custom fabrication of trailer bodies in a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory",4520,F4.1537,NAICS-811121,ISIC-4520,,1,1
,811122,Automotive Glass Replacement Shops ,*,4520,Maintenance and repair of motor vehicles, ,4520,F4.1538,NAICS-811122,ISIC-4520,,1,1
,811191,Automotive Oil Change and Lubrication Shops,*,4520,Maintenance and repair of motor vehicles, ,4520,F4.1539,NAICS-811191,ISIC-4520,,1,1
,811192,Car Washes ,*,4520,Maintenance and repair of motor vehicles, ,4520,F4.1540,NAICS-811192,ISIC-4520,,1,1
*,811198,All Other Automotive Repair and Maintenance ,*,4520,Maintenance and repair of motor vehicles,except motor vehicle emissions and safety inspection services,4520,F4.1541,NAICS-811198,ISIC-4520,,1,1
*,811198,All Other Automotive Repair and Maintenance,*,7120,Technical testing and analysis,automobile emissions inspection services and safety inspection services,7120,F4.1542,NAICS-811198,ISIC-7120,,1,1
